#,Project Name,Client / Company,Year,Image/file Name,Short Excerpt (for card),Technologies Used,Full Description (Rich HTML)
236,Interactive Digital Spray Paint Canvas Event Activation,ABRTECH STUDIO,2023,Interactive-Digital-Spray-Paint-Canvas-Event-Activation.png,Developed IR spray can tracking hardware and digital paint canvas software for interactive digital graffiti event activations.,"IR Tracking Cameras, Modded IR Spray Cans, Custom Paint App, Thermal Printers, UDP Messaging","<h2>Interactive Digital Spray Paint Canvas Event Activation</h2><p>Engineered digital spray paint experience booths using modified infrared spray cans and real-time digital canvas rendering software.</p><h3>Key Features & Implementation</h3><ul><li><strong>IR Spray Nozzle Tracking:</strong> Retrofitted real spray paint cans with infrared emitters and pressure-sensitive caps to simulate authentic paint flow.</li><li><strong>Digital Paint Physics Software:</strong> Built custom digital canvas software rendering realistic spray drips, stencils, and color blending effects.</li><li><strong>Instant Social Sharing & Print:</strong> Configured instant photo-printing and QR-code download workflows for attendee digital artwork.</li></ul>"
237,Multi-Channel Directional Ultrasonic Audio Zone System,ABRTECH STUDIO,2024,Multi-Channel-Directional-Ultrasonic-Audio-Zone-System.png,Engineered highly targeted acoustic zones in crowded museum exhibits using narrow-beam ultrasonic parametric speakers.,"Ultrasonic Parametric Speakers, Audio DSP, Zone Isolation, Motion Sensors, Dante Audio over IP","<h2>Multi-Channel Directional Ultrasonic Audio Zone System</h2><p>Engineered highly targeted acoustic zones in crowded museum exhibits using narrow-beam ultrasonic parametric speakers.</p><h3>Key Features & Implementation</h3><ul><li><strong>Ultrasonic Sound Isolation:</strong> Focused localized audio beams strictly onto 1-meter floor target spots, eliminating cross-exhibit sound bleed.</li><li><strong>Motion-Triggered Playback:</strong> Integrated proximity floor sensors triggering exhibit narrative audio only when a visitor entered the beam zone.</li><li><strong>Dante Digital Audio Network:</strong> Routed multi-channel digital audio over IP networks to central DSP processing racks.</li></ul>"
238,Interactive Physical Reaction Game Button Wall System,ABRTECH STUDIO,2023,Interactive-Physical-Reaction-Game-Button-Wall-System.png,Designed custom microcontroller hardware and illuminated arcade button walls for high-durability physical reaction games.,"Arduino / Teensy Microcontrollers, WS2812B Addressable LEDs, Arcade Switches, USB HID",<h2>Interactive Physical Reaction Game Button Wall System</h2><p>Architected physical reaction-game installations featuring wall-mounted heavy-duty illuminated buttons connected to custom microcontroller boards.</p><h3>Key Features & Implementation</h3><ul><li><strong>High-Speed Button Input Polling:</strong> Programmed microcontrollers polling physical button inputs at 1000Hz for instantaneous reaction time scoring.</li><li><strong>Addressable LED Ring Animations:</strong> Driven WS2812B LED rings surrounding each button to render dynamic countdown and target lighting patterns.</li><li><strong>Industrial-Grade Switch Debouncing:</strong> Implemented hardware and software debounce filters ensuring reliable long-term button press detection.</li></ul>
239,Central Experiential Media Server Master Deployment & Sync Vault,ABRTECH STUDIO,2024,Central-Experiential-Media-Server-Master-Deployment-Sync-Vault.png,Built automated disk imaging and config backup pipelines for field media servers to enable fast one-click recovery during venue emergencies.,"Clonezilla, PowerShell, System Image Snapshots, Network PXE Server, Automated Scripting","<h2>Central Experiential Media Server Master Deployment & Sync Vault</h2><p>Architected automated system disk backup and PXE recovery pipelines ensuring field media servers can be restored to factory staging in under 10 minutes.</p><h3>Key Features & Implementation</h3><ul><li><strong>Automated Disk Snapshot Images:</strong> Created compressed bare-metal system drive images stored on central local NAS backup vaults.</li><li><strong>PXE Network Bare-Metal Restore:</strong> Deployed local network boot recovery servers enabling field technicians to re-image corrupted servers over Ethernet.</li><li><strong>Version-Controlled App Configuration:</strong> Maintained automated Git repositories tracking application config files, display layouts, and IP mappings.</li></ul>"
240,Interactive Holographic Pyramid Showcase Box Display,ABRTECH STUDIO,2023,Interactive-Holographic-Pyramid-Showcase-Box-Display.png,Designed 4-sided holographic glass pyramid displays projecting floating 3D animation visuals around central physical products.,"Pepper's Ghost Optical Glass, 4K Playout Display, Maya 3D Playout, Synchronized Audio",<h2>Interactive Holographic Pyramid Showcase Box Display</h2><p>Architected 4-sided Pepper's Ghost holographic showcase boxes creating the visual illusion of 3D animated content floating inside glass chambers.</p><h3>Key Features & Implementation</h3><ul><li><strong>4-Channel Synchronized Video Playout:</strong> Mapped 4 distinct perspective render angles onto a single 4K top display projecting down onto angled glass.</li><li><strong>Precision Optical Glass Calibration:</strong> Anti-reflective optical glass panels engineered to maximize internal reflections while maintaining transparency.</li><li><strong>Integrated Direct Audio Playback:</strong> Synchronized directional stereo sound effects playing in perfect alignment with 3D holographic animation triggers.</li></ul>
241,Interactive Motion-Tracking Shadow Wall Display,ABRTECH STUDIO,2024,Interactive-Motion-Tracking-Shadow-Wall-Display.png,Engineered computer vision camera tracking rendering dynamic colorful digital shadows that transform and interact with venue visitors.,"TouchDesigner, Optical Flow Tracking, High-Resolution Industrial Cameras, Projection Mapping",<h2>Interactive Motion-Tracking Shadow Wall Display</h2><p>Created interactive shadow projection exhibits where physical user shadows are captured by vision sensors and transformed into animated digital graphics.</p><h3>Key Features & Implementation</h3><ul><li><strong>Optical Flow Silhouette Extraction:</strong> Processed real-time camera video feeds to isolate user body silhouettes cleanly from background lighting noise.</li><li><strong>Interactive Physics GPU Shaders:</strong> Applied custom GLSL GPU shaders generating colorful trailing liquid and particle effects originating from user shadows.</li><li><strong>High-Frame-Rate Projection:</strong> Rendered physics visual output at 120Hz to guarantee instantaneous physical shadow movement tracking.</li></ul>
242,High-Density Experiential Event Wi-Fi Portal Engine,ABRTECH STUDIO,2023,High-Density-Experiential-Event-Wi-Fi-Portal-Engine.png,Engineered high-concurrency Wi-Fi captive onboarding portals collecting opted-in attendee analytics for temporary event venues.,"FreeRADIUS, Cisco / Ruckus Wireless, HTML5, PostgreSQL, REST API Analytics","<h2>High-Density Experiential Event Wi-Fi Portal Engine</h2><p>Architected venue guest Wi-Fi onboarding systems managing high-concurrency mobile connections and custom branded landing pages.</p><h3>Key Features & Implementation</h3><ul><li><strong>High-Concurrency Radius Authentication:</strong> Managed 5,000+ simultaneous guest Wi-Fi authorization requests during peak exhibition hours.</li><li><strong>Opt-In Attendee Data Capture:</strong> Built secure registration forms capturing opted-in user demographics before granting high-speed internet access.</li><li><strong>Dynamic Bandwidth Allocation:</strong> Enforced automated rate-limiting policies guaranteeing fair bandwidth distribution across all connected guest devices.</li></ul>"
243,Interactive Architectural Floor Projection & Footstep Engine,ABRTECH STUDIO,2024,Interactive-Architectural-Floor-Projection-Footstep-Engine.png,Configured overhead tracking cameras and laser projection mapping to generate dynamic light ripples beneath walking venue visitors.,"Infrared Overhead Cameras, OpenCV Tracking, High-Lumen Laser Projectors, Unity 3D Shaders",<h2>Interactive Architectural Floor Projection & Footstep Engine</h2><p>Architected architectural floor projection corridors generating real-time interactive light pools beneath the feet of walking guests.</p><h3>Key Features & Implementation</h3><ul><li><strong>Overhead Infrared Motion Tracking:</strong> Processed continuous overhead IR camera feeds isolating individual visitor footstep contact points.</li><li><strong>Low-Latency Dynamic Ripple Shaders:</strong> Rendered 60 FPS visual ripple and particle effects directly beneath tracked footstep coordinates.</li><li><strong>Automatic Ambient Light Compensation:</strong> Adjusted camera contrast thresholds automatically to maintain tracking accuracy under changing venue lighting.</li></ul>
244,Multi-User Interactive Touch Table Canvas Engine,ABRTECH STUDIO,2023,Multi-User-Interactive-Touch-Table-Canvas-Engine.png,Designed multi-touch table software enabling up to 6 simultaneous users to explore interactive media databases and historical documents.,"Multi-Touch SDK, C# / WPF, Local SQLite, High-Resolution 4K Canvas, GPU Acceleration","<h2>Multi-User Interactive Touch Table Canvas Engine</h2><p>Architected touch table applications allowing multiple venue visitors to interact with floating digital media assets independently on a shared 4K surface.</p><h3>Key Features & Implementation</h3><ul><li><strong>Independent User Gesture Processing:</strong> Isolated concurrent multi-finger gesture inputs enabling smooth simultaneous multi-user pan, rotate, and zoom interactions.</li><li><strong>Dynamic Media Drag & Drop:</strong> Programmed physics-based card movement allowing users to flick digital documents across the table canvas to other visitors.</li><li><strong>High-Throughput Local Asset Caching:</strong> Cached thousands of high-resolution historical photos and videos locally for instantaneous zero-lag loading.</li></ul>"
245,Interactive Smart Mirror Virtual Try-On Module,ABRTECH STUDIO,2024,Interactive-Smart-Mirror-Virtual-Try-On-Module.png,Developed augmented reality smart mirrors providing real-time virtual try-ons for fashion accessories and eyewear in retail environments.,"OpenCV, 3D Pose Estimation, WebGL, Mirror Display, High-Resolution Webcam",<h2>Interactive Smart Mirror Virtual Try-On Module</h2><p>Architected interactive retail smart mirrors tracking customer facial features to render real-time 3D virtual try-ons of eyewear and accessories.</p><h3>Key Features & Implementation</h3><ul><li><strong>Real-Time 3D Pose Estimation:</strong> Tracked customer head orientation and facial features to position virtual 3D eyewear models accurately.</li><li><strong>Dynamic Lighting Match Shaders:</strong> Adjusted virtual accessory lighting and reflection maps dynamically to match the physical store ambient light.</li><li><strong>Instant Social Sharing & Purchase Links:</strong> Generated instant mobile QR codes allowing customers to share virtual try-on photos and buy items online.</li></ul>
